ST_CD,MAJCAT,MERCHCAT,MACRO_MVGR,MC_M_MVGR_CONT_1,MC_M_MVGR_CONT_2,MC_M_MVGR_CONT_3,MC_M_MVGR_CONT_4,MC_M_MVGR_CONT_5,MC_M_MVGR_CONT_6,MC_M_MVGR_CONT_7,MC_M_MVGR_CONT_8,MC_M_MVGR_CONT_9,MC_M_MVGR_CONT_10,MC_M_MVGR_CONT_11,MC_M_MVGR_CONT_12
ST-CD-43,M_JEANS,M_BLK_JEANS,REG,38%,38%,38%,38%,38%,38%,38%,38%,38%,38%,38%,38%
ST-CD-43,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_BLU_JEANS,ANK,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%
ST-CD-43,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_BLU_JEANS,REG,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%
ST-CD-43,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_COL_JEANS,ANK,63%,63%,63%,63%,63%,63%,63%,63%,63%,63%,63%,63%
ST-CD-43,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_COL_JEANS,REG,37%,37%,37%,37%,37%,37%,37%,37%,37%,37%,37%,37%
ST-CD-43,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_JGR_JEANS,BASIC,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%
ST-CD-43,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_JGR_JEANS,CRG,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%
ST-CD-43,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-43,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_BLK_JEANS,ANK,74%,74%,74%,74%,74%,74%,74%,74%,74%,74%,74%,74%
ST-CD-44,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_BLK_JEANS,REG,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%
ST-CD-44,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_BLU_JEANS,ANK,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%
ST-CD-44,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_BLU_JEANS,REG,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%
ST-CD-44,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_COL_JEANS,ANK,60%,60%,60%,60%,60%,60%,60%,60%,60%,60%,60%,60%
ST-CD-44,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_COL_JEANS,REG,40%,40%,40%,40%,40%,40%,40%,40%,40%,40%,40%,40%
ST-CD-44,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_JGR_JEANS,BASIC,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%
ST-CD-44,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_JGR_JEANS,CRG,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%
ST-CD-44,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-44,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_BLK_JEANS,ANK,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%
ST-CD-45,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_BLK_JEANS,REG,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%
ST-CD-45,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_BLU_JEANS,ANK,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%
ST-CD-45,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_BLU_JEANS,REG,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%
ST-CD-45,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_COL_JEANS,ANK,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%
ST-CD-45,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_COL_JEANS,REG,39%,39%,39%,39%,39%,39%,39%,39%,39%,39%,39%,39%
ST-CD-45,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_JGR_JEANS,BASIC,43%,43%,43%,43%,43%,43%,43%,43%,43%,43%,43%,43%
ST-CD-45,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_JGR_JEANS,CRG,57%,57%,57%,57%,57%,57%,57%,57%,57%,57%,57%,57%
ST-CD-45,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_BLK_JEANS,ANK,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%
ST-CD-46,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_BLK_JEANS,REG,38%,38%,38%,38%,38%,38%,38%,38%,38%,38%,38%,38%
ST-CD-46,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_BLU_JEANS,ANK,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%
ST-CD-46,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_BLU_JEANS,REG,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%
ST-CD-46,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_COL_JEANS,ANK,63%,63%,63%,63%,63%,63%,63%,63%,63%,63%,63%,63%
ST-CD-46,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_COL_JEANS,REG,37%,37%,37%,37%,37%,37%,37%,37%,37%,37%,37%,37%
ST-CD-46,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_JGR_JEANS,BASIC,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%
ST-CD-46,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_JGR_JEANS,CRG,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%
ST-CD-46,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_BLK_JEANS,ANK,74%,74%,74%,74%,74%,74%,74%,74%,74%,74%,74%,74%
ST-CD-47,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_BLK_JEANS,REG,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%
ST-CD-47,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_BLU_JEANS,ANK,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%
ST-CD-47,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_BLU_JEANS,REG,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%
ST-CD-47,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_COL_JEANS,ANK,60%,60%,60%,60%,60%,60%,60%,60%,60%,60%,60%,60%
ST-CD-47,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_COL_JEANS,REG,40%,40%,40%,40%,40%,40%,40%,40%,40%,40%,40%,40%
ST-CD-47,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_JGR_JEANS,BASIC,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%
ST-CD-47,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_JGR_JEANS,CRG,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%
ST-CD-47,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_BLK_JEANS,ANK,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%
ST-CD-48,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_BLK_JEANS,REG,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%
ST-CD-48,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_BLU_JEANS,ANK,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%
ST-CD-48,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_BLU_JEANS,REG,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%
ST-CD-48,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_COL_JEANS,ANK,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%
ST-CD-48,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_COL_JEANS,REG,39%,39%,39%,39%,39%,39%,39%,39%,39%,39%,39%,39%
ST-CD-48,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_JGR_JEANS,BASIC,43%,43%,43%,43%,43%,43%,43%,43%,43%,43%,43%,43%
ST-CD-48,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_JGR_JEANS,CRG,57%,57%,57%,57%,57%,57%,57%,57%,57%,57%,57%,57%
ST-CD-48,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
