ST_CD,ST_NM,SSN_DAY_M_1,SSN_DAY_M_2,SSN_DAY_M_3,SSN_DAY_M_4,SSN_DAY_M_5,SSN_DAY_M_6,SSN_DAY_M_7,SSN_DAY_M_8,SSN_DAY_M_9,SSN_DAY_M_10,SSN_DAY_M_11,SSN_DAY_M_12,L_CONS_M_1,L_CONS_M_2,L_CONS_M_3,L_CONS_M_4,L_CONS_M_5,L_CONS_M_6,L_CONS_M_7,L_CONS_M_8,L_CONS_M_9,L_CONS_M_10,L_CONS_M_11,L_CONS_M_12,L_OPT_SALES_GR_M_1,L_OPT_SALES_GR_M_2,L_OPT_SALES_GR_M_3,L_OPT_SALES_GR_M_4,L_OPT_SALES_GR_M_5,L_OPT_SALES_GR_M_6,L_OPT_SALES_GR_M_7,L_OPT_SALES_GR_M_8,L_OPT_SALES_GR_M_9,L_OPT_SALES_GR_M_10,L_OPT_SALES_GR_M_11,L_OPT_SALES_GR_M_12
,HF_PILLOW,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HF_PILLOW COVER,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HF_RUGS,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_A_FRY PAN,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_A_KADAHI,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_ART PLANTS,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_BC_MILK MUG,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_BICYCLE LOCKS,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_BLENDER,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_BROOM,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_BUTTER_PAPER,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_C_PO_COFFEE SET,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_CA_CARPET BRUSH,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_CHOPPER,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_CHPPING BRD,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_CPR_BOTTLE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_DETERGENT,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_DUSTER,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_EGG BEATER,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_ELECTRIC KETTLE,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_EXT_BOARD,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_FLOOR CLEANER,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_FLOOR MOP,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_FLOOR WIPER,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_FOIL_PAPER,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_GAS LIGHTER,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_GINGER MASHER,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_GLASS CLEANER,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_GRATER,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_INDCTION_COOK TOP,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_IRON,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_JCR_MIX_GRINDER,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_KA_BELAN,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_KA_CHAKLA,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_KIDS_BOTTLE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_KITCHEN WIPER,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_KNIFE,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_LED BULB,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_LEMON_SQUEEZER,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_LOOFA,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_M_BABY PLATE,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_M_FULL PLATE,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_M_HALF PLATE,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_M_SRVG TRAY,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_M_VEG BOWL,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_MIXER_GRINDER,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_MOISQUITO_TRAP,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_N_FRY PAN,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_N_KADAHI,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_N_SAUCE PAN,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_N_TAVA,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_NET_COVER,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_BABY CHAIR,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_BABY POTTY_SEAT,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_BASKET,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_BATH MUG,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_BATH STOOL,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_BUCKET,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_CLOTH CLIP,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_CONTAINER,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_CUT STAND,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_CYLDR TROLEY,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_DUSTPAN,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_FRIDGE BTL,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_HANGER,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_HOOK,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_ICE TRAY,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_LUNCH BOX,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_LUNCH_BAG,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_MASALA BOX,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_MILK MUG,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_ROPE,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_SERV BOWL,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_SIPPER,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_SOAP DISH,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_STOOL,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_P_TUB,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_PO_GLASS SET,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_PO_MILK MUG,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_ROASTING NET,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_S_CLOTH CLIP,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_S_COOKER,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_S_FORK,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_S_HANDI,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_S_KADAHI,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_S_LUNCH BOX,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_S_PATILA,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_S_SAUCE PAN,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_S_SPOON,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_S_TRIVET,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_SCRUBBER,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_SERV SPOON,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_SPETULA,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_SPRT_BOTTLE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_STL_CONTAINER,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_STL_CUP,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_STL_GLASS,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_STL_MASHER,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_STL_PARAAT,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_STL_PLATE,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_STL_SERVING BOWL,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_STRAINER,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_T_MUG,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_TABLE_MAT,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_TADKA PAN,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_THM_BOTTLE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_TOILET BRUSH,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_TOILET CLEANER,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_TONG,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_WDN_BLENDER,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HH_ZARA,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IB_BERMUDA,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IB_DNGR_SUIT,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IB_DNGR_SUIT_FS,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IB_HALF_PANT,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IB_JAMAICAN,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IB_JEANS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IB_KURTA_ST,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IB_N_SUIT_FS,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IB_N_SUIT_HS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IB_PYJAMA,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IB_SHIRT_FS,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IB_SHIRT_HS,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IB_T_SHIRT_FS,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IB_T_SHIRT_HS,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IB_TRSR,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IB_VEST,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IBW_JKT_FS,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IG_DNGR_SUIT,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IG_FNC_FROCK,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IG_FROCK,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IG_FROCK_FS,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IG_HOT_PANT,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IG_HOT_PANT_ST,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IG_N_SUIT_FS,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IG_N_SUIT_HS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IG_PYJAMA,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IG_SKRT,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IG_SLIPS,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IG_ST,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IG_ST_FS,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IG_TOP_FS,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IG_TOP_HS,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IG_TRSR,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IGW_JKT_FS,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_B_SUIT_SL,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_B_SUIT_ST_FS,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_B_SUIT_ST_HS,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_BRIEF,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_CO_ORD_ST,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_CO_ORD_ST_FS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_D_JOGGER,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_H_B_SUIT_FS,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_H_B_SUIT_HS,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_H_BERMUDA,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_H_JAMAICAN,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_H_PYJAMA,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_JEANS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_KURTA_ST,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_MODI_JACKET,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_N_SUIT_FS,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_N_SUIT_HS,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_PW_BLAZER,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_SHIRT_FS,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_SHIRT_HS,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_SUIT,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_T_B_SUIT_FS,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_T_B_SUIT_HS,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_T_BERMUDA,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_T_JAMAICAN,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_T_PYJAMA,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_T_SHIRT_FS,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_T_SHIRT_PN_HS,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_TEES_HS,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_TEES_SL,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_TRSR,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JB_VEST,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JBW_JKT_FS,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JBW_JKT_SL,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JBW_PYJAMA,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JBW_SWEATER_FS,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JBW_SWEATER_SL,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JBW_T_SHIRT_FS,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JBW_T_SUIT,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JBW_THRM_W,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_BLOOMER,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_CO_ORD_ST,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_CO_ORD_ST_FS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_D_HOT_PANT,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_D_JOGGER,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_DUNGRE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_H_CAPRI,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_H_FROCK,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_H_HOT_PANT,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_H_M_FROCK_HS,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_H_NIGHTY,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_H_PYJAMA,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_H_SKRT,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_H_TOP_FS,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_H_TOP_HS,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_HAREMS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_HOT_PANT_ST,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_JEANS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_JEGGINGS,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_KURTI_FS,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_KURTI_HS,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_LEGGING,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_N_SUIT_FS,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_N_SUIT_HS,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_PANTY,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_PLAZO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_PW_FROCK,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_SKRT_TOP_ST,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_SLIPS,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_ST,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_ST_FS,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_T_CAPRI,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_T_FROCK,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_T_HOT_PANT,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_T_M_FROCK_HS,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_T_NIGHTY,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_T_PYJAMA,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_T_SKRT,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_T_TOP_FS,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JG_T_TOP_HS,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JGW_BLAZER,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JGW_FLC_TOP,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JGW_JKT_FS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JGW_JKT_SL,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JGW_LEGGING,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JGW_PYJAMA,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JGW_SKEEVY,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JGW_ST,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JGW_SWEATER_FS,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JGW_SWEATER_SL,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JGW_THRM_W,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JGW_TOP,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JGW_W_PONCHO,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KB_END_PALLA,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KBW_CAP,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KBW_GLOVES,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KG_END_PALLA,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KGW_CAP,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KGW_GLOVES,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KI_ACC,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KI_B_SUIT_SL,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KI_B_SUIT_ST_HS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KI_BLOOMER,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KI_BOOTY,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KI_CO_ORD_SET,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KI_END_PALLA,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KI_GIFT_ST,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KI_GIFT_ST_FS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KI_H_B_SUIT_FS,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KI_H_B_SUIT_HS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KI_MOSQUITO_NET,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KI_PILLOW,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KI_SKRT_TOP_ST,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KI_T_B_SUIT_FS,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KI_T_B_SUIT_HS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KIDS_MIX,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KIW_B_SUIT,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KIW_BLANKET,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KIW_BOOTY,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KIW_CAP,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KIW_GIFT_ST,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KIW_GLOVES,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KIW_JKT_SL,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KIW_PYJAMA,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KIW_SLEEP_BAG_SL,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KIW_ST,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KIW_SWEATER,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
