ST_CD,MAJCAT,MERCHCAT,CLR,MC_CLR_CONT_1,MC_CLR_CONT_2,MC_CLR_CONT_3,MC_CLR_CONT_4,MC_CLR_CONT_5,MC_CLR_CONT_6,MC_CLR_CONT_7,MC_CLR_CONT_8,MC_CLR_CONT_9,MC_CLR_CONT_10,MC_CLR_CONT_11,MC_CLR_CONT_12
HB08,M_JEANS,M_JGR_JEANS,OL_GRN,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%
HB08,M_JEANS,M_JGR_JEANS,M_GRY,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HB08,M_JEANS,M_JGR_JEANS,BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB08,M_JEANS,M_JGR_JEANS,BLK,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HB08,M_JEANS,M_JGR_JEANS,L_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB08,M_JEANS,M_JGR_JEANS,GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB08,M_JEANS,M_JGR_JEANS,NV_BL,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HB08,M_JEANS,M_JGR_JEANS,S_BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HB09,M_JEANS,M_BLK_JEANS,BLK,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%
HB09,M_JEANS,M_BLK_JEANS,D_BL,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HB09,M_JEANS,M_BLK_JEANS,L_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB09,M_JEANS,M_BLK_JEANS,M_BL,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HB09,M_JEANS,M_BLK_JEANS,M_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB09,M_JEANS,M_BLK_JEANS,GRY,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HB09,M_JEANS,M_BLK_JEANS,MNT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB09,M_JEANS,M_BLK_JEANS,CRM,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HB09,M_JEANS,M_BLK_JEANS,D_GRY,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HB09,M_JEANS,M_BLU_JEANS,BLK,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HB09,M_JEANS,M_BLU_JEANS,D_BL,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%
HB09,M_JEANS,M_BLU_JEANS,L_BL,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%
HB09,M_JEANS,M_BLU_JEANS,M_BL,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%
HB09,M_JEANS,M_BLU_JEANS,M_GRY,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HB09,M_JEANS,M_BLU_JEANS,S_BL,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HB09,M_JEANS,M_BLU_JEANS,BL,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
HB09,M_JEANS,M_BLU_JEANS,D_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB09,M_JEANS,M_BLU_JEANS,NV_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB09,M_JEANS,M_BLU_JEANS,GRY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB09,M_JEANS,M_COL_JEANS,NV_BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HB09,M_JEANS,M_COL_JEANS,OLV,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HB09,M_JEANS,M_COL_JEANS,D_GRY,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%
HB09,M_JEANS,M_COL_JEANS,BLK,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HB09,M_JEANS,M_COL_JEANS,D_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB09,M_JEANS,M_COL_JEANS,L_BL,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB09,M_JEANS,M_COL_JEANS,L_GRY,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HB09,M_JEANS,M_COL_JEANS,M_BL,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HB09,M_JEANS,M_COL_JEANS,M_GRY,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HB09,M_JEANS,M_COL_JEANS,BEG,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HB09,M_JEANS,M_COL_JEANS,GRY,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HB09,M_JEANS,M_COL_JEANS,BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB09,M_JEANS,M_COL_JEANS,OL_GRN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB09,M_JEANS,M_COL_JEANS,PST,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HB09,M_JEANS,M_COL_JEANS,S_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB09,M_JEANS,M_JGR_JEANS,D_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB09,M_JEANS,M_JGR_JEANS,D_GRY,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
HB09,M_JEANS,M_JGR_JEANS,L_GRY,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
HB09,M_JEANS,M_JGR_JEANS,OL_GRN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB09,M_JEANS,M_JGR_JEANS,M_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB09,M_JEANS,M_JGR_JEANS,M_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB09,M_JEANS,M_JGR_JEANS,BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB09,M_JEANS,M_JGR_JEANS,BLK,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB09,M_JEANS,M_JGR_JEANS,L_BL,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HB09,M_JEANS,M_JGR_JEANS,GRY,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%
HB09,M_JEANS,M_JGR_JEANS,NV_BL,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HB09,M_JEANS,M_JGR_JEANS,S_BL,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%
HB09,M_JEANS,M_JGR_JEANS,OLV,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HB10,M_JEANS,M_BLK_JEANS,BLK,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%
HB10,M_JEANS,M_BLK_JEANS,D_BL,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HB10,M_JEANS,M_BLK_JEANS,M_BL,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB10,M_JEANS,M_BLK_JEANS,M_GRY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB10,M_JEANS,M_BLK_JEANS,GRY,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
HB10,M_JEANS,M_BLK_JEANS,MNT,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HB10,M_JEANS,M_BLK_JEANS,L_GRY,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HB10,M_JEANS,M_BLK_JEANS,D_GRY,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HB10,M_JEANS,M_BLK_JEANS,BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB10,M_JEANS,M_BLU_JEANS,BLK,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HB10,M_JEANS,M_BLU_JEANS,D_BL,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%
HB10,M_JEANS,M_BLU_JEANS,L_BL,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%
HB10,M_JEANS,M_BLU_JEANS,M_BL,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
HB10,M_JEANS,M_BLU_JEANS,M_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB10,M_JEANS,M_BLU_JEANS,S_BL,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%
HB10,M_JEANS,M_BLU_JEANS,BL,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HB10,M_JEANS,M_BLU_JEANS,D_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB10,M_JEANS,M_BLU_JEANS,NV_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB10,M_JEANS,M_BLU_JEANS,GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_BLU_JEANS,OL_GRN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_BLU_JEANS,L_GRY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB10,M_JEANS,M_BLU_JEANS,GRN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB10,M_JEANS,M_BLU_JEANS,RY_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB10,M_JEANS,M_COL_JEANS,NV_BL,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HB10,M_JEANS,M_COL_JEANS,OLV,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB10,M_JEANS,M_COL_JEANS,D_GRY,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%
HB10,M_JEANS,M_COL_JEANS,BLK,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB10,M_JEANS,M_COL_JEANS,D_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB10,M_JEANS,M_COL_JEANS,L_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB10,M_JEANS,M_COL_JEANS,L_GRY,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HB10,M_JEANS,M_COL_JEANS,M_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_COL_JEANS,M_GRY,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%
HB10,M_JEANS,M_COL_JEANS,BEG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_COL_JEANS,GRY,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%
HB10,M_JEANS,M_COL_JEANS,BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB10,M_JEANS,M_COL_JEANS,OL_GRN,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HB10,M_JEANS,M_COL_JEANS,PST,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB10,M_JEANS,M_COL_JEANS,S_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB10,M_JEANS,M_JGR_JEANS,D_BL,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%
HB10,M_JEANS,M_JGR_JEANS,D_GRY,27%,27%,27%,27%,27%,27%,27%,27%,27%,27%,27%,27%
HB10,M_JEANS,M_JGR_JEANS,L_GRY,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%
HB10,M_JEANS,M_JGR_JEANS,OL_GRN,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB10,M_JEANS,M_JGR_JEANS,M_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_JGR_JEANS,BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_JGR_JEANS,BLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_JGR_JEANS,L_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB10,M_JEANS,M_JGR_JEANS,GRY,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HB10,M_JEANS,M_JGR_JEANS,NV_BL,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
HB10,M_JEANS,M_JGR_JEANS,S_BL,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HB11,M_JEANS,M_BLK_JEANS,BLK,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%
HB11,M_JEANS,M_BLK_JEANS,D_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_BLK_JEANS,L_BL,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HB11,M_JEANS,M_BLK_JEANS,M_GRY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB11,M_JEANS,M_BLK_JEANS,L_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_BLK_JEANS,D_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB11,M_JEANS,M_BLK_JEANS,BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB11,M_JEANS,M_BLU_JEANS,BLK,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB11,M_JEANS,M_BLU_JEANS,D_BL,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HB11,M_JEANS,M_BLU_JEANS,L_BL,36%,36%,36%,36%,36%,36%,36%,36%,36%,36%,36%,36%
HB11,M_JEANS,M_BLU_JEANS,M_BL,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HB11,M_JEANS,M_BLU_JEANS,M_GRY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB11,M_JEANS,M_BLU_JEANS,S_BL,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HB11,M_JEANS,M_BLU_JEANS,BL,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HB11,M_JEANS,M_BLU_JEANS,D_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_BLU_JEANS,GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB11,M_JEANS,M_BLU_JEANS,OL_GRN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_BLU_JEANS,L_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_COL_JEANS,NV_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB11,M_JEANS,M_COL_JEANS,OLV,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB11,M_JEANS,M_COL_JEANS,D_GRY,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%
HB11,M_JEANS,M_COL_JEANS,BLK,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB11,M_JEANS,M_COL_JEANS,D_BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HB11,M_JEANS,M_COL_JEANS,L_GRY,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%
HB11,M_JEANS,M_COL_JEANS,M_BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HB11,M_JEANS,M_COL_JEANS,M_GRY,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HB11,M_JEANS,M_COL_JEANS,BEG,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB11,M_JEANS,M_COL_JEANS,GRY,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%
HB11,M_JEANS,M_COL_JEANS,BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB11,M_JEANS,M_COL_JEANS,OL_GRN,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB11,M_JEANS,M_COL_JEANS,PST,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB11,M_JEANS,M_COL_JEANS,S_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_JGR_JEANS,D_GRY,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%
HB11,M_JEANS,M_JGR_JEANS,L_GRY,35%,35%,35%,35%,35%,35%,35%,35%,35%,35%,35%,35%
HB11,M_JEANS,M_JGR_JEANS,OL_GRN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB11,M_JEANS,M_JGR_JEANS,M_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB11,M_JEANS,M_JGR_JEANS,BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB11,M_JEANS,M_JGR_JEANS,BLK,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB11,M_JEANS,M_JGR_JEANS,GRY,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HB11,M_JEANS,M_JGR_JEANS,NV_BL,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
HB11,M_JEANS,M_JGR_JEANS,S_BL,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HB11,M_JEANS,M_JGR_JEANS,OLV,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB13,M_JEANS,M_BLK_JEANS,BLK,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%
HB13,M_JEANS,M_BLK_JEANS,D_BL,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HB13,M_JEANS,M_BLK_JEANS,L_BL,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%
HB13,M_JEANS,M_BLK_JEANS,M_BL,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HB13,M_JEANS,M_BLK_JEANS,M_GRY,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HB13,M_JEANS,M_BLK_JEANS,GRY,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HB13,M_JEANS,M_BLK_JEANS,L_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB13,M_JEANS,M_BLK_JEANS,CRM,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%
HB13,M_JEANS,M_BLK_JEANS,D_GRY,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB13,M_JEANS,M_BLU_JEANS,BLK,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HB13,M_JEANS,M_BLU_JEANS,D_BL,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HB13,M_JEANS,M_BLU_JEANS,L_BL,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%
HB13,M_JEANS,M_BLU_JEANS,M_BL,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%
HB13,M_JEANS,M_BLU_JEANS,M_GRY,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB13,M_JEANS,M_BLU_JEANS,S_BL,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%
HB13,M_JEANS,M_BLU_JEANS,BL,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB13,M_JEANS,M_BLU_JEANS,D_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_BLU_JEANS,NV_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB13,M_JEANS,M_BLU_JEANS,L_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_BLU_JEANS,GRN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB13,M_JEANS,M_COL_JEANS,NV_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB13,M_JEANS,M_COL_JEANS,OLV,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HB13,M_JEANS,M_COL_JEANS,D_GRY,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%
HB13,M_JEANS,M_COL_JEANS,BLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_COL_JEANS,D_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB13,M_JEANS,M_COL_JEANS,L_GRY,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HB13,M_JEANS,M_COL_JEANS,M_BL,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HB13,M_JEANS,M_COL_JEANS,M_GRY,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
HB13,M_JEANS,M_COL_JEANS,BEG,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB13,M_JEANS,M_COL_JEANS,GRY,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%
HB13,M_JEANS,M_COL_JEANS,OL_GRN,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HB13,M_JEANS,M_COL_JEANS,PST,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HB13,M_JEANS,M_COL_JEANS,S_BL,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB13,M_JEANS,M_JGR_JEANS,D_BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HB13,M_JEANS,M_JGR_JEANS,D_GRY,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HB13,M_JEANS,M_JGR_JEANS,L_GRY,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%
HB13,M_JEANS,M_JGR_JEANS,OL_GRN,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB13,M_JEANS,M_JGR_JEANS,M_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB13,M_JEANS,M_JGR_JEANS,M_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB13,M_JEANS,M_JGR_JEANS,BLK,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HB13,M_JEANS,M_JGR_JEANS,GRY,35%,35%,35%,35%,35%,35%,35%,35%,35%,35%,35%,35%
HB13,M_JEANS,M_JGR_JEANS,S_BL,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HB15,M_JEANS,M_BLK_JEANS,BLK,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%
HB15,M_JEANS,M_BLK_JEANS,D_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_BLK_JEANS,L_BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HB15,M_JEANS,M_BLK_JEANS,M_BL,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%
HB15,M_JEANS,M_BLK_JEANS,M_GRY,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HB15,M_JEANS,M_BLK_JEANS,L_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_BLK_JEANS,D_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_BLU_JEANS,BLK,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB15,M_JEANS,M_BLU_JEANS,D_BL,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
HB15,M_JEANS,M_BLU_JEANS,L_BL,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%
HB15,M_JEANS,M_BLU_JEANS,M_BL,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%
HB15,M_JEANS,M_BLU_JEANS,M_GRY,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB15,M_JEANS,M_BLU_JEANS,S_BL,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB15,M_JEANS,M_BLU_JEANS,BL,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%
HB15,M_JEANS,M_BLU_JEANS,D_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_BLU_JEANS,GRY,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB15,M_JEANS,M_BLU_JEANS,L_GRY,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HB15,M_JEANS,M_COL_JEANS,NV_BL,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB15,M_JEANS,M_COL_JEANS,OLV,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HB15,M_JEANS,M_COL_JEANS,D_GRY,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%
HB15,M_JEANS,M_COL_JEANS,BLK,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB15,M_JEANS,M_COL_JEANS,D_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB15,M_JEANS,M_COL_JEANS,L_GRY,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%
HB15,M_JEANS,M_COL_JEANS,M_BL,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HB15,M_JEANS,M_COL_JEANS,M_GRY,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%
HB15,M_JEANS,M_COL_JEANS,GRY,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HB15,M_JEANS,M_COL_JEANS,BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_COL_JEANS,OL_GRN,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB15,M_JEANS,M_COL_JEANS,PST,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB15,M_JEANS,M_COL_JEANS,S_BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HB15,M_JEANS,M_JGR_JEANS,D_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB15,M_JEANS,M_JGR_JEANS,D_GRY,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%
